County,City,Model_Year,Make,Model,EV_Type,CAFV_Eligibility,Electric_Range,Electric_Utility,Vehicle_Age,Has_Range_Data,Has_MSRP
King,Bellevue,2024,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2017,Nissan,Leaf,BEV,Eligible,107.0,City Of Seattle - (Wa),8,1,0
Thurston,Tumwater,2024,Chevrolet,Silverado,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2023,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2023,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2025,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Kirkland,2021,Jeep,Wrangler,PHEV,Not Eligible,25.0,Puget Sound Energy Inc,4,1,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Snohomish,Lynnwood,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Renton,2024,Toyota,Bz4X,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bothell,2022,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2024,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kenmore,2024,Tesla,Cybertruck,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2019,Nissan,Leaf,BEV,Eligible,150.0,Puget Sound Energy Inc,6,1,0
King,Kirkland,2024,Polestar,Ps2,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Bainbridge Island,2021,Tesla,Model S,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Pacific,2025,Chevrolet,Equinox,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2024,Bmw,X5,PHEV,Eligible,39.0,Puget Sound Energy Inc,1,1,0
Thurston,Olympia,2023,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Jeep,Grand Cherokee,PHEV,Not Eligible,25.0,City Of Seattle - (Wa),1,1,0
King,Bellevue,2024,Bmw,330E,PHEV,Not Eligible,20.0,Puget Sound Energy Inc,1,1,0
Yakima,Yakima,2018,Tesla,Model 3,BEV,Eligible,215.0,Pacificorp,7,1,0
King,Sammamish,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2025,Chevrolet,Equinox,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Bothell,2021,Hyundai,Kona,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Seattle,2022,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Kirkland,2025,Lucid,Air,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2024,Honda,Prologue,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Seattle,2020,Tesla,Model Y,BEV,Eligible,291.0,City Of Seattle - (Wa),5,1,0
King,Kirkland,2019,Audi,E-Tron,BEV,Eligible,204.0,Puget Sound Energy Inc,6,1,0
King,Kent,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2024,Bmw,Ix,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Seattle,2023,Nissan,Ariya,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Sammamish,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Renton,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,North Bend,2025,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2024,Kia,Ev9,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Kirkland,2025,Ford,F-150,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Kitsap,Bainbridge Island,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2025,Volvo,Xc90,PHEV,Eligible,32.0,City Of Seattle - (Wa),0,1,0
King,Seattle,2023,Rivian,R1S,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2023,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2022,Jeep,Wrangler,PHEV,Not Eligible,22.0,City Of Seattle - (Wa),3,1,0
Thurston,Olympia,2018,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,7,1,0
King,Kirkland,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Seattle,2017,Nissan,Leaf,BEV,Eligible,107.0,City Of Seattle - (Wa),8,1,0
King,Sammamish,2024,Kia,Sorento,PHEV,Eligible,32.0,Puget Sound Energy Inc,1,1,0
King,Auburn,2020,Tesla,Model Y,BEV,Eligible,291.0,Puget Sound Energy Inc,5,1,0
King,Kent,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Bainbridge Island,2019,Tesla,Model 3,BEV,Eligible,220.0,No Known Electric Utility Service,6,1,0
King,Renton,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Redmond,2022,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2021,Volvo,Xc40,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
Clark,Vancouver,2024,Subaru,Solterra,BEV,Unknown,,Bonneville Power Administration,1,0,0
Yakima,Yakima,2018,Tesla,Model X,BEV,Eligible,238.0,Pacificorp,7,1,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,North Bend,2024,Chevrolet,Blazer,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2019,Volkswagen,E-Golf,BEV,Eligible,125.0,City Of Seattle - (Wa),6,1,0
King,Seattle,2025,Lexus,Rz,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Bellevue,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Thurston,Olympia,2025,Bmw,X5,PHEV,Eligible,40.0,Puget Sound Energy Inc,0,1,0
King,Seattle,2022,Chevrolet,Bolt Ev,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Bellevue,2023,Audi,Q5 E,PHEV,Not Eligible,23.0,Puget Sound Energy Inc,2,1,0
King,Bellevue,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Bellevue,2024,Nissan,Ariya,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Cowlitz,Castle Rock,2024,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Redmond,2021,Tesla,Model S,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Clark,Vancouver,2023,Hyundai,Santa Fe,PHEV,Eligible,30.0,Bonneville Power Administration,2,1,0
King,Bellevue,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2020,Tesla,Model 3,BEV,Eligible,266.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2023,Chevrolet,Bolt Euv,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2023,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Battle Ground,2024,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,1,0,0
Kitsap,Bainbridge Island,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Kent,2024,Honda,Prologue,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,City Of Seattle - (Wa),8,1,0
King,Kirkland,2020,Hyundai,Ioniq,BEV,Eligible,170.0,Puget Sound Energy Inc,5,1,0
Kitsap,Bremerton,2024,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2026,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Kirkland,2020,Tesla,Model 3,BEV,Eligible,322.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2019,Tesla,Model 3,BEV,Eligible,220.0,City Of Seattle - (Wa),6,1,0
King,Bellevue,2023,Tesla,Model S,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Seabeck,2023,Audi,Q4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2023,Chevrolet,Bolt Ev,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Snohomish,Lynnwood,2017,Tesla,Model X,BEV,Eligible,200.0,Puget Sound Energy Inc,8,1,0
King,Kirkland,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,Bonneville Power Administration,1,1,0
King,Federal Way,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,8,1,0
King,Seattle,2024,Bmw,I4,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Kitsap,Bainbridge Island,2020,Tesla,Model 3,BEV,Eligible,308.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2023,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Renton,2024,Nissan,Ariya,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Issaquah,2024,Tesla,Cybertruck,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2023,Chevrolet,Bolt Ev,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2022,Lexus,Nx,PHEV,Eligible,37.0,Bonneville Power Administration,3,1,0
King,Bellevue,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2022,Tesla,Model S,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Bellevue,2023,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2022,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Newcastle,2025,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2024,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Seattle,2026,Kia,Ev9,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
Cowlitz,Kelso,2026,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Kent,2024,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2024,Bmw,X5,PHEV,Eligible,39.0,Puget Sound Energy Inc,1,1,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Redmond,2024,Mercedes-Benz,Gle-Class,PHEV,Eligible,48.0,Puget Sound Energy Inc,1,1,0
King,Shoreline,2023,Chrysler,Pacifica,PHEV,Eligible,32.0,City Of Seattle - (Wa),2,1,0
King,Shoreline,2019,Tesla,Model 3,BEV,Eligible,220.0,City Of Seattle - (Wa),6,1,0
Kitsap,Bainbridge Island,2025,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kent,2023,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kent,2020,Tesla,Model 3,BEV,Eligible,322.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2018,Nissan,Leaf,BEV,Eligible,151.0,City Of Seattle - (Wa),7,1,0
King,Renton,2025,Kia,Sorento,PHEV,Eligible,30.0,Puget Sound Energy Inc,0,1,0
King,Seattle,2024,Nissan,Ariya,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Kirkland,2025,Lucid,Air,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kent,2019,Tesla,Model S,BEV,Eligible,270.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2024,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Cowlitz,Longview,2022,Kia,Ev6,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Redmond,2024,Lexus,Nx,PHEV,Eligible,37.0,Puget Sound Energy Inc,1,1,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2023,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Bainbridge Island,2020,Mini,Hardtop,BEV,Unknown,,Puget Sound Energy Inc,5,0,0
Yakima,Grandview,2022,Hyundai,Ioniq 5,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Seattle,2025,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
Kitsap,Silverdale,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2024,Hyundai,Ioniq 5,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Snohomish,Bothell,2021,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Newcastle,2020,Tesla,Model Y,BEV,Eligible,291.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2020,Toyota,Prius Prime (Phev),PHEV,Not Eligible,25.0,Puget Sound Energy Inc,5,1,0
Clark,Vancouver,2023,Ford,Mustang Mach-E,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Bellevue,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2025,Rivian,R1S,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Kirkland,2025,Bmw,X5,PHEV,Eligible,40.0,Puget Sound Energy Inc,0,1,0
King,Bothell,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
Clark,Camas,2020,Tesla,Model 3,BEV,Eligible,266.0,Bonneville Power Administration,5,1,0
King,Sammamish,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Burien,2023,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2022,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Clark,Vancouver,2025,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Renton,2024,Kia,Niro,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Island,Camano Island,2021,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,4,0,0
King,Bellevue,2025,Porsche,Taycan,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Thurston,Lacey,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Duvall,2025,Volvo,Xc90,PHEV,Eligible,32.0,Puget Sound Energy Inc,0,1,0
Kitsap,Poulsbo,2023,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Puget Sound Energy Inc,2,1,0
Kitsap,Bainbridge Island,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Redmond,2025,Kia,Sportage,PHEV,Eligible,34.0,Puget Sound Energy Inc,0,1,0
King,Kirkland,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Redmond,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Camas,2025,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Redmond,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Clark,Vancouver,2021,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,4,0,0
King,Kirkland,2023,Toyota,Bz4X,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Mercedes-Benz,Eqe-Class Suv,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Burien,2017,Nissan,Leaf,BEV,Eligible,107.0,City Of Seattle - (Wa),8,1,0
King,Bothell,2021,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Burien,2023,Chevrolet,Bolt Euv,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Clark,Vancouver,2024,Chevrolet,Equinox,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Seattle,2024,Tesla,Model X,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Kitsap,Silverdale,2020,Tesla,Model 3,BEV,Eligible,322.0,Puget Sound Energy Inc,5,1,0
King,Issaquah,2022,Mercedes-Benz,Eqs-Class Sedan,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2022,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Snohomish,Arlington,2025,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Bonneville Power Administration,0,1,0
King,Newcastle,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Snohomish,Snohomish,2023,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Renton,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2019,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,6,1,0
King,Kirkland,2023,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Tukwila,2022,Ford,Transit,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Seattle,2022,Audi,Q5,PHEV,Not Eligible,23.0,City Of Seattle - (Wa),3,1,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Issaquah,2021,Bmw,330E,PHEV,Not Eligible,20.0,Puget Sound Energy Inc,4,1,0
Snohomish,Bothell,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Kia,Ev6,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Vancouver,2022,Tesla,Model 3,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Renton,2020,Tesla,Model 3,BEV,Eligible,266.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2018,Nissan,Leaf,BEV,Eligible,151.0,City Of Seattle - (Wa),7,1,0
King,Seattle,2018,Tesla,Model 3,BEV,Eligible,215.0,City Of Seattle - (Wa),7,1,0
King,Bellevue,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,North Bend,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Kirkland,2024,Kia,Ev9,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Clark,Vancouver,2024,Ford,F-150,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Kirkland,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Bainbridge Island,2024,Cadillac,Lyriq,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2022,Jeep,Grand Cherokee,PHEV,Not Eligible,25.0,City Of Seattle - (Wa),3,1,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2025,Hyundai,Ioniq 6,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2024,Alfa Romeo,Tonale,PHEV,Eligible,33.0,City Of Seattle - (Wa),1,1,0
King,Seattle,2023,Bmw,X5,PHEV,Eligible,30.0,City Of Seattle - (Wa),2,1,0
Thurston,Olympia,2024,Dodge,Hornet,PHEV,Eligible,32.0,Puget Sound Energy Inc,1,1,0
Clark,Battle Ground,2024,Hyundai,Ioniq 5,BEV,Unknown,,Bonneville Power Administration,1,0,0
Cowlitz,Longview,2025,Nissan,Leaf,BEV,Unknown,,Bonneville Power Administration,0,0,0
Kitsap,Port Orchard,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Island,Coupeville,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Kirkland,2024,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Redmond,2019,Volkswagen,E-Golf,BEV,Eligible,125.0,Puget Sound Energy Inc,6,1,0
Cowlitz,Kelso,2023,Jeep,Grand Cherokee,PHEV,Not Eligible,25.0,Bonneville Power Administration,2,1,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Yakima,Yakima,2022,Kia,Ev6,BEV,Unknown,,Pacificorp,3,0,0
King,Seattle,2022,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
Kitsap,Bainbridge Island,2019,Kia,Niro,PHEV,Not Eligible,26.0,Puget Sound Energy Inc,6,1,0
King,Bellevue,2016,Tesla,Model S,BEV,Eligible,210.0,Puget Sound Energy Inc,9,1,0
King,Bellevue,2024,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Jefferson,Port Townsend,2023,Volkswagen,Id.4,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Kirkland,2024,Acura,Zdx,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kenmore,2025,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Vancouver,2018,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Bonneville Power Administration,7,1,0
King,Seattle,2015,Chevrolet,Volt,PHEV,Eligible,38.0,City Of Seattle - (Wa),10,1,0
King,Bellevue,2025,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Redmond,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Bainbridge Island,2023,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Sammamish,2024,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2022,Volvo,Xc40,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Bellevue,2019,Audi,E-Tron,BEV,Eligible,204.0,Puget Sound Energy Inc,6,1,0
Kitsap,Bainbridge Island,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,8,1,0
King,Bellevue,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Snohomish,Mukilteo,2024,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Bainbridge Island,2023,Chevrolet,Bolt Ev,BEV,Unknown,,No Known Electric Utility Service,2,0,0
Kitsap,Port Orchard,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Auburn,2020,Nissan,Leaf,BEV,Eligible,149.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2024,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Bellevue,2019,Tesla,Model X,BEV,Eligible,289.0,Puget Sound Energy Inc,6,1,0
King,Burien,2023,Nissan,Leaf,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Kitsap,Bremerton,2022,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Newcastle,2025,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Thurston,Yelm,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2018,Chrysler,Pacifica,PHEV,Eligible,33.0,City Of Seattle - (Wa),7,1,0
King,Newcastle,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Audi,Q8,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Bellevue,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2021,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Seattle,2021,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
Thurston,Olympia,2020,Mitsubishi,Outlander,PHEV,Not Eligible,22.0,Puget Sound Energy Inc,5,1,0
Clark,Vancouver,2022,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Seattle,2025,Hyundai,Ioniq 5,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Kirkland,2026,Hyundai,Ioniq 9,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Thurston,Lacey,2023,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2018,Tesla,Model 3,BEV,Eligible,215.0,City Of Seattle - (Wa),7,1,0
King,Redmond,2024,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Renton,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Renton,2018,Nissan,Leaf,BEV,Eligible,151.0,Puget Sound Energy Inc,7,1,0
Clark,Vancouver,2023,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Bonneville Power Administration,2,1,0
Kitsap,Poulsbo,2023,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,2,1,0
King,Seattle,2025,Lexus,Nx,PHEV,Eligible,37.0,City Of Seattle - (Wa),0,1,0
King,Kent,2024,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2019,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Bonneville Power Administration,6,1,0
Snohomish,Everett,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Snohomish,Everett,2024,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2021,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Seattle,2018,Tesla,Model S,BEV,Eligible,249.0,City Of Seattle - (Wa),7,1,0
